485|489,1
587|544,2
588|549,3
462|558,4
588|544,5
561|581,6
519|602,7
513|597,8
536|562,9
490|480,10
554|511,11
491|496,12
572|571,13
585|553,14
548|485,15
571|580,16
478|596,17
491|487,18
580|563,19
475|398,20
490|574,21
550|584,22
564|537,23
489|472,24
567|490,25
475|483,26
495|485,28
517|510,29
473|536,30
596|536,31
503|517,32
543|581,33
483|530,34
492|537,35
435|442,36
498|542,37
588|453,38
505|501,39
557|586,40
530|506,41
512|495,43
507|399,44
515|498,45
482|484,46
519|488,47
517|490,48
510|533,49
436|570,50
500|400,51
521|481,52
508|490,53
491|474,54
495|464,55
546|464,56
498|582,57
483|464,58
496|587,59
459|519,60
487|585,61
465|491,62
486|585,63
475|490,64
472|498,65
499|486,66
421|459,67
493|488,68
475|502,70
412|470,71
561|513,72
396|512,73
467|546,74
405|519,75
554|543,76
404|511,77
527|515,78
487|503,79
490|494,80
534|570,81
400|469,82
396|513,83
402|456,84
406|450,86
487|513,88
471|527,90
453|492,91
470|521,92
413|520,93
405|539,94
413|506,95
488|494,96
566|508,97
394|512,98
400|513,99
397|482,100
499|509,101
456|542,102
398|530,103
492|446,104
394|482,105
397|505,106
482|493,107
412|535,108
476|456,109
412|519,110
534|557,111
406|484,112
410|475,113
476|516,114
413|503,115
470|514,116
395|488,117
480|467,118
400|483,119
527|502,120
482|505,121
487|551,122
500|423,124
481|513,125
401|502,126
507|422,127
409|526,128
396|517,129
473|502,130
475|424,131
410|549,132
559|464,133
396|500,134
555|572,135
549|575,136
403|495,137
394|486,138
400|490,139
392|487,140
402|523,141
535|547,142
413|562,143
401|541,144
531|551,145
414|514,146
407|467,147
452|561,148
416|466,149
491|497,151
576|527,152
403|498,153
399|488,154
419|507,155
414|535,156
413|455,157
398|501,158
474|505,159
401|498,160
426|503,161
405|487,162
407|552,163
405|472,164
419|505,165
413|517,166
468|485,167
473|522,169
448|417,170
456|564,171
572|423,172
459|522,173
405|483,174
414|488,175
396|490,176
413|468,177
453|434,178
543|560,180
396|487,182
442|484,183
403|483,184
408|488,185
397|490,186
414|552,187
474|420,188
477|408,189
487|491,190
463|443,193
516|480,195
552|559,197
531|476,198
549|564,199
526|489,202
553|461,203
556|449,206
460|569,207
511|470,208
569|510,211
539|460,213
526|466,214
528|488,217
530|460,219
526|470,220
486|493,223
528|476,225
467|476,227
474|438,230
526|576,233
531|474,236
554|519,239
503|499,242
423|484,246
511|498,252
446|547,258
531|495,262
528|478,264
502|506,266
520|472,267
512|579,271
506|605,273
456|556,274
522|466,275
548|509,277
543|464,279
514|509,282
555|491,285
497|527,286
509|575,289
430|505,291
595|460,292
544|504,293
513|391,294
505|397,295
450|559,296
540|499,297
545|510,298
544|513,300
572|480,301
522|399,302
552|514,303
518|396,304
432|511,305
531|490,306
543|504,308
526|500,309
527|496,310
519|494,311
520|503,312
552|502,313
514|403,314
483|534,315
591|495,316
598|504,317
514|392,318
528|517,319
540|496,320
521|399,321
514|397,322
500|426,323
516|399,324
540|501,325
554|526,326
495|401,328
498|391,329
543|565,330
506|391,331
511|397,332
483|443,333
525|392,334
532|493,335
497|458,336
579|477,337
556|456,339
551|479,340
553|473,341
549|483,342
557|476,343
537|542,344
563|467,345
517|394,346
588|490,347
549|501,348
559|491,349
515|564,350
555|476,351
535|475,352
499|390,353
516|390,354
501|389,355
522|458,356
523|456,357
526|461,358
520|459,359
521|452,360
495|563,361
518|457,362
529|447,363
526|455,364
534|451,365
526|463,366
424|497,367
528|458,368
530|455,369
548|470,370
522|468,371
530|461,372
559|471,373
524|455,374
543|489,376
526|457,377
555|484,378
514|477,379
538|468,380
537|471,381
466|483,382
547|476,383
495|470,384
511|467,385
519|450,386
501|457,387
520|463,388
506|443,389
488|422,390
520|574,391
513|449,392
531|453,393
527|463,394
440|449,395
523|468,396
513|462,397
543|463,398
545|456,399
548|468,400
570|575,401
545|473,402
519|463,403
541|540,405
555|408,406
504|538,407
523|442,408
425|477,409
504|451,410
515|466,411
512|473,412
530|473,413
542|473,414
541|466,415
485|556,416
514|453,417
512|465,418
550|486,419
505|418,420
505|459,421
503|470,422
509|450,423
528|480,424
530|458,425
531|438,426
535|471,427
538|464,428
572|459,429
537|457,430
522|453,431
497|433,432
530|468,433
514|461,434
532|541,435
523|564,436
531|445,437
494|604,439
553|538,442
480|544,444
566|526,446
491|598,447
495|554,449
522|480,452
497|605,454
477|526,455
548|498,456
488|538,457
460|544,458
582|436,459
500|605,462
555|505,463
478|542,464
486|552,465
508|441,466
484|558,467
434|494,468
578|480,472
517|437,474
509|549,476
551|535,478
488|604,479
523|552,481
447|575,482
562|586,483
487|527,485
458|456,486
472|514,487
429|473,489
455|446,491
604|478,494
498|609,495
476|492,496
479|544,500
562|481,501
498|543,502
507|567,507
500|524,508
488|579,511
481|606,512
485|555,513
556|502,517
432|578,518
441|448,519
454|508,521
551|594,524
403|514,529
403|480,530
488|609,533
573|526,534
476|544,535
422|489,536
456|414,539
551|586,540
503|408,541
595|491,542
485|543,543
448|540,544
496|535,545
508|514,546
481|536,547
592|488,548
527|451,549
591|498,550
457|490,551
476|524,553
510|536,556
511|533,557
505|544,558
500|542,559
469|509,560
511|543,561
512|541,562
434|418,563
509|544,564
528|564,565
426|424,566
497|540,567
507|549,568
515|548,569
528|537,570
510|549,571
519|522,572
514|577,573
520|549,574
526|531,575
510|557,576
507|535,577
466|562,578
514|538,579
562|487,580
521|472,581
455|497,584
452|592,585
473|433,586
455|581,587
449|494,588
536|462,591
447|591,592
452|588,593
427|523,594
453|584,595
452|585,596
512|542,597
461|587,598
522|451,599
514|543,600
440|586,602
454|498,603
571|494,605
438|579,606
500|476,607
517|519,608
456|601,611
455|568,612
449|595,613
444|588,614
508|520,616
474|557,617
499|519,618
516|519,619
504|512,620
511|526,621
448|589,622
535|476,623
461|586,624
444|517,625
454|584,626
547|522,627
439|588,628
510|495,630
468|483,632
498|519,633
481|546,636
498|579,643
516|522,644
475|556,646
422|480,647
414|446,648
504|524,649
493|529,650
456|557,651
512|521,652
510|524,653
511|510,654
510|531,655
506|522,656
491|514,658
492|522,661
502|515,668
459|516,669
534|519,670
511|519,671
493|556,673
507|540,677
539|507,678
563|458,680
506|518,682
485|530,683
458|480,684
533|455,687
475|437,690
505|523,694
515|525,696
492|397,698
568|538,699
445|486,701
522|511,702
558|542,705
549|502,708
501|533,709
498|541,710
496|546,711
506|537,712
504|541,713
502|547,714
485|561,716
544|460,717
566|509,723
513|517,724
506|516,726
495|497,727
509|513,730
510|517,732
474|527,733
490|570,734
506|512,735
472|441,736
506|520,737
493|569,739
493|575,743
491|541,744
486|564,747
552|550,749
503|516,752
519|546,753
513|525,755
487|539,757
486|529,758
471|475,759
450|405,760
553|456,761
437|553,764
495|437,766
429|489,770
507|517,773
491|515,774
573|501,775
509|584,776
495|517,778
495|455,780
494|513,781
496|507,782
485|534,784
533|504,786
446|465,788
561|466,789
459|408,790
397|497,791
528|493,792
467|474,793
466|477,794
495|553,795
463|471,796
460|480,797
533|543,798
461|477,799
556|505,800
561|536,801
465|462,802
471|464,803
521|487,804
476|541,805
523|481,806
420|554,807
395|513,808
490|520,810
496|520,811
457|556,812
600|518,813
505|525,814
603|515,815
512|405,816
454|562,820
495|514,821
517|486,822
491|519,823
597|502,824
545|437,827
605|517,829
545|544,830
520|507,831
510|537,832
528|548,833
535|537,834
517|457,835
515|542,836
537|553,837
538|545,838
493|548,839
559|486,840
536|553,841
539|558,842
557|546,843
544|446,844
547|549,845
531|549,846
528|547,847
540|538,848
536|541,849
